TIME_OF_RECORDING,TILT_ANGLE,INITIAL_VELOCITY,FINAL_VELOCITY,ACCLERATION,TILT_THRESHOLD,SPEED_LIMIT,sudden_acceleration,SUDDEN_STOP,EXCESS_BIKE_TILT,RESULT,RESULT2
2017-11-18 09:00:28.687105,0.08,102,102,0,0.0007842368,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,69,69,0,0.0156499058,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,57,55,-1.5,0.0189440449,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,58,71,9.75,0.0186174797,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.92,58,58,0,0.0158593346,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,58,64,4.5,0.0186174797,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,63,63,0,0.0171401365,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,63,61,-1.5,0.0171401365,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,58,58,0,0.0186174797,0,0,0,0,0,0
2017-11-18 09:00:28.687105,5.08,58,58,0,0.0875711084,0,0,0,0,0,0
2017-11-18 09:00:28.687105,6.92,58,66,6,0.1192897776,0,0,0,0,0,0
2017-11-18 09:00:28.687105,4.08,72,72,0,0.0566587974,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,16.08,72,60,-9,0.2233023191,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,0.08,76,90,10.5,0.0010524931,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,2.08,65,50,-11.25,0.0319950777,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,47,47,0,0.0229738354,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,45,44,-0.75,0.0462119529,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,39,36,-2.25,0.0533196616,0,0,0,0,0,0
2017-11-18 09:00:28.687105,77.08,35,35,0,2.2016566695,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,70.08,35,35,0,2.0017137961,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,1.08,35,35,0,0.030848329,0,0,0,0,0,0
2017-11-18 09:00:28.687105,3.08,35,40,3.75,0.0879748643,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,50,55,3.75,0.0415916817,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,70,80,7.5,0.0154263677,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.08,92,48,-33,0.0008694707,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,30,31,0.75,0.035988004,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,26,17,-6.75,0.0799692426,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,9,9,0,0.230854606,0,0,0,0,0,0
2017-11-18 09:00:28.687105,70.08,8,9,0.75,8.7490636704,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,50.08,9,9,0,5.5582685905,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,19.92,9,9,0,2.2108768036,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,33.92,9,9,0,3.7647058824,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,46.92,9,9,0,5.2075471698,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,51.92,9,9,0,5.7624861265,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,54.92,9,9,0,6.0954495006,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,53.92,23,28,3.75,2.3433289874,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,53.92,43,46,2.25,1.2536619391,0,0,0,0,0,0
2017-11-18 09:00:28.687105,47.92,46,46,0,1.0415127146,0,0,0,0,0,0
2017-11-18 09:00:28.687105,23.08,46,46,0,0.5016300804,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,46,46,0,0.0452075636,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,45,42,-2.25,0.0462119529,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,34,34,0,0.0611584828,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,34,34,0,0.0611584828,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,33,33,0,0.0630112087,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,33,33,0,0.0630112087,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,30,25,-3.75,0.0693102299,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,25,25,0,0.0831667333,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,25,25,0,0.0831667333,0,0,0,0,0,0
2017-11-18 09:00:28.687105,27.08,39,73,25.5,0.6941809792,0,0,0,0,0,0
2017-11-18 09:00:28.687105,36.92,76,64,-9,0.4857255624,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,2.08,51,51,0,0.0407763184,0,0,0,0,0,0
2017-11-18 09:00:28.687105,3.08,50,50,0,0.0615876825,0,0,0,0,0,0
2017-11-18 09:00:28.687105,46.08,50,50,0,0.9214157169,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,49,49,0,0.0424403183,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,45,44,-0.75,0.0462119529,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,47,47,0,0.0442459051,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,46,44,-1.5,0.0452075636,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.08,39,39,0,0.0020507562,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,39,34,-3.75,0.0533196616,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,34,34,0,0.0317553661,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,26,18,-6,0.0799692426,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,19,25,4.5,0.1094160968,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,27,26,-0.75,0.0770085154,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,23,23,0,0.0903954802,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,30,31,0.75,0.0693102299,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,32,53,15.75,0.0649796938,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,67,67,0,0.0310401433,0,0,0,0,0,0
2017-11-18 09:00:28.687105,40.08,67,67,0,0.5981196836,0,0,0,0,0,0
2017-11-18 09:00:28.687105,50.08,67,67,0,0.7473511416,0,0,0,0,0,0
2017-11-18 09:00:28.687105,30.08,67,42,-18.75,0.4488882256,0,0,0,0,0,0
2017-11-18 09:00:28.687105,54.92,32,10,-16.5,1.7157138394,0,0,0,0,0,0
2017-11-18 09:00:28.687105,16.92,60,83,17.25,0.2819530078,0,0,0,0,0,0
2017-11-18 09:00:28.687105,64.08,82,89,5.25,0.7813681258,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,22.08,102,51,-38.25,0.2164493677,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,52.92,42,0,-31.5,1.2597000714,0,0,1,0,1,0.25
2017-11-18 09:00:28.687105,38.92,0,0,0,3892,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,40.08,102,102,0,0.3929026566,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,18.08,93,30,-47.25,0.1943877002,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,33.92,14,28,10.5,2.4211277659,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,1.08,58,56,-1.5,0.0186174797,0,0,0,0,0,0
2017-11-18 09:00:28.687105,7.08,16,15,-0.75,0.4422236102,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,15,3,-9,0.071952032,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,64,17,-35.25,0.0324949227,0,0,0,0,0,0
2017-11-18 09:00:28.687105,65.08,0,0,0,6508,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,0,0.25
2017-11-18 09:00:28.687105,1.08,89,72,-12.75,0.0121334681,1,0,0,0,0,0.25
2017-11-18 09:00:28.687105,0.92,72,62,-7.5,0.0127760033,1,0,0,0,0,0.25
2017-11-18 09:00:28.687105,2.08,59,54,-3.75,0.035248263,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,51,51,0,0.0407763184,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,40,0,-30,0.0519870032,0,0,1,0,1,0.25
2017-11-18 09:00:28.687105,2.08,0,0,0,208,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,1.08,17,18,0.75,0.0634920635,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,31,34,2.25,0.034827475,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,45,51,4.5,0.0239946679,0,0,0,0,0,0
2017-11-18 09:00:28.687105,54.08,52,52,0,1.0398000385,0,0,0,0,0,0
2017-11-18 09:00:28.687105,66.08,52,52,0,1.2705248991,0,0,0,0,0,0
2017-11-18 09:00:28.687105,58.08,52,52,0,1.1167083253,0,0,0,0,0,0
2017-11-18 09:00:28.687105,52.08,52,52,0,1.001345895,0,0,0,0,0,0
2017-11-18 09:00:28.687105,19.08,52,52,0,0.3668525284,0,0,0,0,0,0
2017-11-18 09:00:28.687105,23.92,52,52,0,0.4599115555,0,0,0,0,0,0
2017-11-18 09:00:28.687105,58.92,52,43,-6.75,1.1328590656,0,0,0,0,0,0
2017-11-18 09:00:28.687105,60.92,19,7,-9,3.2046291426,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,28.92,0,0,0,2892,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,4.08,0,2,1.5,408,0,1,0,1,1,0.5
2017-11-18 09:00:28.687105,11.92,18,27,6.75,0.6618545253,0,0,0,0,0,0
2017-11-18 09:00:28.687105,44.92,46,56,7.5,0.9763094979,0,0,0,0,0,0
2017-11-18 09:00:28.687105,47.92,54,44,-7.5,0.8872431031,0,0,0,0,0,0
2017-11-18 09:00:28.687105,36.92,27,7,-15,1.3669011477,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,0,0,0,208,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,1.08,0,7,5.25,108,0,1,0,1,1,0.5
2017-11-18 09:00:28.687105,2.08,18,24,4.5,0.1154913937,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,36,36,0,0.029991669,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,48,48,0,0.0224953135,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,48,51,2.25,0.0224953135,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,51,51,0,0.0211723192,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,51,51,0,0.0211723192,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,58,59,0.75,0.0186174797,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,59,60,0.75,0.0183019827,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,65,65,0,0.0166128288,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,66,66,0,0.0315103772,0,0,0,0,0,0
2017-11-18 09:00:28.687105,3.08,65,66,0.75,0.0473773266,0,0,0,0,0,0
2017-11-18 09:00:28.687105,7.92,66,66,0,0.1199818209,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,66,66,0,0.0163611574,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,66,68,1.5,0.0163611574,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,77,79,1.5,0.0140241527,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,79,76,-2.25,0.0136691558,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,53,53,0,0.0203735144,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,61,75,10.5,0.0177020161,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,80,80,0,0.0134983127,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,0.08,83,83,0,0.0009637393,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,83,83,0,0.0130104807,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,83,83,0,0.0130104807,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,83,85,1.5,0.0130104807,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,12.08,102,102,0,0.1184197628,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,65.08,102,102,0,0.637976669,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,67.08,102,102,0,0.6575825899,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,32.08,102,102,0,0.3144789726,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,0.92,102,102,0,0.0090187237,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,102,0,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,0.08,102,102,0,0.0007842368,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,102,76,-19.5,0.0105871973,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,1.08,52,52,0,0.0207652375,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,52,50,-1.5,0.0207652375,0,0,0,0,0,0
2017-11-18 09:00:28.687105,3.92,44,44,0,0.0890706658,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.08,37,36,-0.75,0.002161578,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.92,36,32,-3,0.0255484588,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,32,32,0,0.0649796938,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,34,40,4.5,0.0317553661,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,42,42,0,0.0257081647,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,42,42,0,0.0257081647,0,0,0,0,0,0
2017-11-18 09:00:28.687105,18.92,42,42,0,0.4503689598,0,0,0,0,0,0
2017-11-18 09:00:28.687105,52.92,42,42,0,1.2597000714,0,0,0,0,0,0
2017-11-18 09:00:28.687105,49.92,42,42,0,1.1882885027,0,0,0,0,0,0
2017-11-18 09:00:28.687105,41.92,42,42,0,0.9978576529,0,0,0,0,0,0
2017-11-18 09:00:28.687105,33.92,42,42,0,0.8074268031,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,38,34,-3,0.0284135754,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,34,34,0,0.0317553661,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,34,34,0,0.0317553661,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,36,41,3.75,0.029991669,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,41,41,0,0.0263350402,0,0,0,0,0,0
2017-11-18 09:00:28.687105,53.92,41,41,0,1.314801268,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.92,41,41,0,0.0712021458,0,0,0,0,0,0
2017-11-18 09:00:28.687105,35.08,35,30,-3.75,1.0019994287,0,0,0,0,0,0
2017-11-18 09:00:28.687105,47.08,29,29,0,1.6228886591,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,38,43,3.75,0.0547224415,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,7.92,46,47,0.75,0.1721364921,0,0,0,0,0,0
2017-11-18 09:00:28.687105,6.92,47,47,0,0.1472027228,0,0,0,0,0,0
2017-11-18 09:00:28.687105,5.92,52,65,9.75,0.1138242646,0,0,0,0,0,0
2017-11-18 09:00:28.687105,61.92,102,102,0,0.6069993138,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,19.92,67,67,0,0.2972690643,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,67,67,0,0.0161169975,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,59,59,0,0.0183019827,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,59,58,-0.75,0.0183019827,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,54,54,0,0.019996297,0,0,0,0,0,0
2017-11-18 09:00:28.687105,38.08,54,54,0,0.7050546195,0,0,0,0,0,0
2017-11-18 09:00:28.687105,45.08,54,54,0,0.8346602481,0,0,0,0,0,0
2017-11-18 09:00:28.687105,34.08,54,54,0,0.6309942603,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,54,54,0,0.019996297,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,54,53,-0.75,0.0385113868,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,51,51,0,0.0407763184,0,0,0,0,0,0
2017-11-18 09:00:28.687105,13.08,51,51,0,0.2564203097,0,0,0,0,0,0
2017-11-18 09:00:28.687105,50.08,53,57,3,0.9447274099,0,0,0,0,0,0
2017-11-18 09:00:28.687105,29.08,57,54,-2.25,0.5100859498,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,51,51,0,0.0407763184,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,51,51,0,0.0407763184,0,0,0,0,0,0
2017-11-18 09:00:28.687105,33.08,51,51,0,0.6485002941,0,0,0,0,0,0
2017-11-18 09:00:28.687105,45.08,51,51,0,0.8837482847,0,0,0,0,0,0
2017-11-18 09:00:28.687105,40.08,51,48,-2.25,0.7857282886,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,47,47,0,0.0442459051,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,49,60,8.25,0.0220363191,0,0,0,0,0,0
2017-11-18 09:00:28.687105,22.92,69,71,1.5,0.3321257789,0,0,0,0,0,0
2017-11-18 09:00:28.687105,36.92,73,76,2.25,0.5056841529,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,38.92,76,76,0,0.5120378898,1,0,0,0,1,0.25
2017-11-18 09:00:28.687105,16.92,60,60,0,0.2819530078,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,60,59,-0.75,0.0179970005,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,58,57,-0.75,0.0186174797,0,0,0,0,0,0
2017-11-18 09:00:28.687105,18.08,54,47,-5.25,0.3347528236,0,0,0,0,0,0
2017-11-18 09:00:28.687105,51.08,44,44,0,1.1606453079,0,0,0,0,0,0
2017-11-18 09:00:28.687105,46.08,44,44,0,1.0470347648,0,0,0,0,0,0
2017-11-18 09:00:28.687105,3.08,59,60,0.75,0.0521945433,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,60,60,0,0.0179970005,0,0,0,0,0,0
2017-11-18 09:00:28.687105,46.92,102,102,0,0.4599549064,1,0,0,0,0,0.25
2017-11-18 09:00:28.687105,42.92,102,86,-12,0.4207430644,1,0,0,0,0,0.25
2017-11-18 09:00:28.687105,34.92,62,62,0,0.5631349782,0,0,0,0,0,0
2017-11-18 09:00:28.687105,16.92,60,54,-4.5,0.2819530078,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.92,48,47,-0.75,0.0399916684,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,47,47,0,0.0229738354,0,0,0,0,0,0
2017-11-18 09:00:28.687105,13.92,47,47,0,0.2961072112,0,0,0,0,0,0
2017-11-18 09:00:28.687105,12.92,47,47,0,0.2748351415,0,0,0,0,0,0
2017-11-18 09:00:28.687105,10.92,45,45,0,0.2426127527,0,0,0,0,0,0
2017-11-18 09:00:28.687105,4.08,45,45,0,0.090646523,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,45,45,0,0.0462119529,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,37,35,-1.5,0.0291813024,0,0,0,0,0,0
2017-11-18 09:00:28.687105,27.08,35,35,0,0.7734932876,0,0,0,0,0,0
2017-11-18 09:00:28.687105,57.08,35,35,0,1.6303913168,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,35,39,3,0.030848329,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,57,59,1.5,0.0364848272,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.92,0,0,0,192,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,2.08,0,0,0,208,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,2.08,18,48,22.5,0.1154913937,0,0,0,0,0,0
2017-11-18 09:00:28.687105,62.92,49,50,0.75,1.2838196286,0,0,0,0,0,0
2017-11-18 09:00:28.687105,17.92,40,32,-6,0.447888028,0,0,0,0,0,0
2017-11-18 09:00:28.687105,57.08,0,0,0,5708,0,0,1,1,1,0.5
2017-11-18 09:00:28.687105,4.92,4,20,12,1.2269326683,0,0,0,0,0,0
2017-11-18 09:00:28.687105,3.92,23,23,0,0.1703607127,0,0,0,0,0,0
2017-11-18 09:00:28.687105,33.92,23,27,3,1.4741416775,0,0,0,0,0,0
2017-11-18 09:00:28.687105,19.92,17,11,-4.5,1.1710758377,0,0,0,0,0,0
2017-11-18 09:00:28.687105,50.08,11,11,0,4.5485921889,0,0,0,1,1,0.25
2017-11-18 09:00:28.687105,19.08,11,11,0,1.7329700272,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.92,21,24,2.25,0.0913850547,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,10,10,0,0.1078921079,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,20,22,1.5,0.0539730135,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.92,22,22,0,0.0417991822,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,15,15,0,0.071952032,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,29,26,-2.25,0.0372285419,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,14,15,0.75,0.0770877944,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,25,19,-4.5,0.0831667333,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,27,39,9,0.0770085154,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.92,44,44,0,0.0209043399,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,44,44,0,0.0472619859,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,0.08,44,44,0,0.0018177687,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,2.08,44,44,0,0.0472619859,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,44,44,0,0.0245398773,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,42,42,0,0.0257081647,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,42,42,0,0.0257081647,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,42,42,0,0.0257081647,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,42,41,-0.75,0.0257081647,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,33,33,0,0.0327173584,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,33,33,0,0.0327173584,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,33,37,3,0.0327173584,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,37,37,0,0.0291813024,0,0,0,0,0,0
2017-11-18 09:00:28.687105,1.08,37,37,0,0.0291813024,0,0,0,0,0,0
2017-11-18 09:00:28.687105,22.92,37,37,0,0.6192920832,0,0,0,0,0,0
2017-11-18 09:00:28.687105,23.92,37,37,0,0.6463118076,0,0,0,0,0,0
